title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
"Aspects of Meditation Book 2 : Meditation, a Jumping Off Point",Osho,96,St Martin's Press,2022-02-22,6.07,2.93,3.2,5,0,0,4,1,0,1343030,9781250786449,English,"Personal, Development"
"Book of Sin, The : How to save the world - a practical guide",Jerry Hyde,344,John Hunt Publishing,2018-07-27,17.04,1.46,4.2,15,0,2,1,4,8,1030607,9781785356933,English,"Personal, Development"
Optimistic Parenting : Hope and Help for You and Your Challenging Child,V. Mark Durand,256,Brookes Publishing Co,2011-05-31,35.28,3.72,3.75,8,0,0,3,4,1,943482,9781598570526,English,"Personal, Development"
Astrology for Life : How to Be Your Own Vedic Astrologer,"David Hawthorne, V K Choudhry, 1st World Publishing",240,Sunstar Publishing (IA),2000-12-01,20.93,6.77,4.33,3,0,0,0,2,1,591803,9781887472753,English,"Personal, Development"
Do Protect : Legal Advice For Startups,Johnathan Rees,144,The Do Book Co,2014-05-23,9.95,6.45,3.2,10,0,1,6,3,0,945163,9781907974151,English,"Personal, Development"
The Lost Art of Reading : Books and Resistance in a Troubled Time,David L. Ulin,192,SASQUATCH BOOKS,2018-09-04,15.76,1.74,3.55,1306,46,157,407,430,266,983562,9781632171948,English,"Personal, Development"
"A Very Short, Fairly Interesting and Reasonably Cheap Book About Coaching and Mentoring",Robert Garvey,128,SAGE Publications Ltd,2011-12-06,15.85,18.15,3.5,2,0,0,1,1,0,988545,9781849207836,English,"Personal, Development"
Easystart: The Fireboy Book and CD Pack : Industrial Ecology,Stephen Rabley,9999,Pearson Education Limited,2016-12-02,9.39,0.11,3.49,45,4,5,15,7,14,902054,9781405880572,English,"Personal, Development"
"Guide to Intellectual Property : What it is, How to Protect it, How to Exploit it","The Economist, Stephen Johnson",352,Economist,2015-07-14,18.64,0.86,4.17,29,0,1,6,9,13,944125,9781610394611,English,"Personal, Development"
Rethink : How We Can Make a Better World,Amol Rajan,352,Ebury Publishing,2022-07-01,11.85,0.65,3.83,18,0,0,6,9,3,31780,9781785947186,English,"Personal, Development"
"Whatever You Are, Be a Good One Notes : 20 Different Notecards & Envelopes",Lisa Congdon,20,Chronicle Books,2015-08-18,15.58,1.92,5,1,0,0,0,0,1,760186,9781452144122,English,"Personal, Development"
The Book on Advanced Tax Strategies : Cracking the Code for Savvy Real Estate Investors,"Amanda Han, Matthew Macfarland",216,"Biggerpockets Publishing, LLC",2020-03-05,19.97,3.03,4.5,216,0,0,19,70,127,1068150,9781947200227,English,"Personal, Development"
