title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
"Sacrificial Princess & the King of Beasts, Vol. 6",Yu Tomofuji,192,"Little, Brown & Company",2019-07-30,10.96,2.54,4.31,266,2,6,34,90,134,22908,9781975304379,English,Romance
"My Youth Romantic Comedy Is Wrong, As I Expected @ comic, Vol. 3 (manga)","Wataru Watari, Naomichi Io",176,"Little, Brown & Company",2016-12-20,11.97,0.53,4,62,1,2,14,24,21,194974,9780316318112,English,Romance
Finding Home,Georgia Beers,288,Bella Books,2008-06-17,14.89,2.11,3.83,951,18,46,255,389,243,214247,9781602820197,English,Romance
"Vampire, Interrupted : Book Nine",Lynsay Sands,400,Orion Publishing Co,2012-04-12,10.86,1.54,4.34,19610,82,374,2689,6143,10322,411279,9780575110755,English,Romance
"No Longer Heroine, Vol. 1",Momoko Koda,228,"Little, Brown & Company",2022-09-13,13.28,0.22,3.4,551,35,87,168,142,119,357419,9781975346485,English,Romance
Dark Time : Mortal Path Book One,Dakota Banks,320,HarperCollins Publishers Inc,2011-07-08,8.81,0.19,3.45,1826,162,223,494,518,429,360513,9780061687303,English,Romance
Book Boyfriend,Kris Ripper,304,Carina Adores,2022-04-26,15.92,0.08,3.39,962,51,120,337,315,139,49399,9781335517173,English,Romance
"The Fiancee Chosen by the Ring, Vol. 3","Jyun Hayase, Yue Matsuyuki, Yasuyuki Torikai",162,"Little, Brown & Company",2022-12-13,13.49,0.01,4.38,105,0,0,14,37,54,309713,9781975338947,English,Romance
Quarterback Draw: Play-By-Play Book 9,Jaci Burton,336,Headline Publishing Group,2015-02-03,10.66,1.84,4.04,5451,42,236,1088,2165,1920,289373,9781472215574,English,Romance
Vampires are Forever : Book Eight,Lynsay Sands,384,Orion Publishing Co,2012-03-08,10.41,1.99,4.26,19033,80,451,3102,6236,9164,411278,9780575110731,English,Romance
"Sacrificial Princess & the King of Beasts, Vol. 4",Yu Tomofuji,192,Yen Press,2019-01-22,11.02,1.48,4.29,355,1,11,42,131,170,61891,9780316481083,English,Romance
"Sacrificial Princess & the King of Beasts, Vol. 7",Yu Tomofuji,192,"Little, Brown & Company",2019-10-01,11.23,2.27,4.34,241,2,3,25,92,119,22304,9781975304409,English,Romance
"Tales of Wedding Rings, Vol. 11",Maybe,198,"Little, Brown & Company",2022-09-20,13.29,2.71,3.83,18,1,1,3,8,5,316843,9781975347390,English,Romance
My Lovey-Dovey Wife is a Stone Cold Killer Vol. 2,Donten Kosaka,140,"Seven Seas Entertainment, LLC",2022-03-01,11.19,2.31,4.12,58,0,4,11,17,26,34965,9781638581420,English,Romance
"Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway, Vol. 2 (light novel)","Shimesaba, booota",212,"Little, Brown & Company",2022-11-22,14.96,1.04,3.98,41,1,1,10,15,14,185130,9781975344214,English,Romance
"Sacrificial Princess & the King of Beasts, Vol. 3",Yu Tomofuji,192,"Little, Brown & Company",2018-10-30,11.15,2.35,4.19,432,4,12,65,168,183,61892,9780316481052,English,Romance
"Hardwired : (The Hacker Series, Book 1)",Meredith Wild,288,Transworld Publishers Ltd,2015-08-06,11.95,0.55,4.04,37140,806,2063,7010,12303,14958,92052,9780552172493,English,Romance
"The Dark History of the Reincarnated Villainess, Vol. 6",Akiharu Touka,160,"Little, Brown & Company",2022-11-22,13.43,0.07,4.23,22,0,1,5,4,12,580316,9781975341435,English,Romance
World's End Harem: Fantasia Vol. 4,"Link, Savan",196,"Seven Seas Entertainment, LLC",2021-05-25,12.77,2.23,3.58,26,1,4,7,7,7,276195,9781947804852,English,Romance
Dime Store Magic : Book 3 in the Women of the Otherworld Series,Kelley Armstrong,416,"Little, Brown Book Group",2011-02-03,11.29,1.21,4.07,35432,359,1184,7228,13580,13081,87171,9780356500195,English,Romance
Never Seduce A Scoundrel : The School For Heiresses Series Vol. 1,Sabrina Jeffries,384,Simon & Schuster,2006-09-02,10.73,0.27,3.91,6021,75,289,1553,2307,1797,228864,9781416516088,English,Romance
"One Week Friends, Vol. 4",Matcha Hazuki,160,Yen Press,2018-09-18,12.79,3.21,3.86,227,0,10,71,87,59,665732,9780316447430,English,Romance
The Dirty Book Club,Lisi Harrison,336,Simon & Schuster,2018-05-22,17.64,1.36,3.5,6117,156,700,2147,2164,950,689673,9781451696417,English,Romance
The Book Lover's Tale,Ivo Stourton,304,Transworld Publishers Ltd,2014-10-09,6.26,3.23,2.92,105,9,32,35,16,13,643814,9780552773874,English,Romance
Connections in Death : An Eve Dallas thriller (Book 48),J. D. Robb,384,"Little, Brown Book Group",2019-02-05,23.99,0.51,4.31,19848,140,394,2689,6604,10021,228135,9780349422008,English,Romance
"Golden Japanesque: A Splendid Yokohama Romance, Vol. 4",Kaho Miyasaka,192,"Little, Brown & Company",2022-01-18,13.36,0.14,3.82,65,2,4,17,23,19,619088,9781975335557,English,Romance
"Golden Japanesque: A Splendid Yokohama Romance,Vol. 3",Kaho Miyasaka,192,"Little, Brown & Company",2021-11-30,12.24,1.26,3.82,85,1,5,23,35,21,619079,9781975319793,English,Romance
The Other Twin,Lucy V. Hale,250,Orenda Books,2017-11-15,11.41,3.59,3.63,385,21,45,92,126,101,695734,9781910633786,English,Romance
"Golden Japanesque: A Splendid Yokohama Romance, Vol. 2",Kaho Miyasaka,192,"Little, Brown & Company",2021-04-27,11.05,2.45,3.99,134,1,5,32,52,44,619078,9781975319786,English,Romance
A Very Merry Bromance,Lyssa Kay Adams,368,Penguin Putnam Inc,2022-11-01,16.71,0.79,4.15,12084,29,228,1910,5697,4220,378097,9780593332795,English,Romance
"Love and Heart, Vol. 4",Chitose Kaido,192,"Little, Brown & Company",2021-12-28,11.23,2.77,4.34,116,0,1,14,45,56,633110,9781975320485,English,Romance
"The Flood-Tide : The Morland Dynasty, Book 9",Cynthia Harrod-Eagles,432,"Little, Brown Book Group",1986-02-20,12.13,1.37,4.25,440,1,6,76,158,199,240467,9780751506464,English,Romance
Immortal Nights : Book Twenty-Four,Lynsay Sands,352,Orion Publishing Co,2016-09-29,10.70,1.80,4.16,6537,72,236,1130,2210,2889,257136,9781473205062,English,Romance
Dead Until Dark : The book that inspired the HBO sensation True Blood,Charlaine Harris,336,Orion Publishing Co,2011-10-20,9.87,1.63,3.96,524409,13760,30125,111959,173444,195121,46383,9780575117020,English,Romance
A Whiff of Scandal : The hilarious book from the Sunday Times bestseller,Carole Matthews,384,"Little, Brown Book Group",2015-06-01,9.87,1.63,3.68,1171,39,111,350,354,317,187678,9780751551341,English,Romance
Betrayals : Book 4 of the Cainsville Series,Kelley Armstrong,432,"Little, Brown Book Group",2017-07-27,10.70,1.80,4.2,8184,45,195,1267,3280,3397,196626,9780751561265,English,Romance
Aria's Travelling Book Shop,Rebecca Raisin,384,HarperCollins Publishers,2020-06-11,9.63,0.37,3.86,2717,35,163,715,1049,755,620267,9780008331207,English,Romance
Journey Into the Past,"Stefan Zweig, Anthea Bell, André Aciman",136,"The New York Review of Books, Inc",2010-11-23,13.42,2.08,3.83,5758,47,306,1566,2494,1345,351568,9781590173671,English,Romance
Giving In: Surrender Trilogy Book 2,Maya Banks,304,Headline Publishing Group,2014-10-09,10.18,2.32,3.84,8530,212,646,2125,2879,2668,219688,9781472221124,English,Romance
Shomin Sample: I Was Abducted by an Elite All-Girls School as a Sample Commoner Vol. 12,Nanatsuki Takafumi,180,"Seven Seas Entertainment, LLC",2020-04-21,12.53,0.97,4,4,0,0,0,4,0,326568,9781645052425,English,Romance
Tales from Margaritaville,Jimmy Buffett,264,Harcourt Brace International,2002-06-03,15.02,2.08,3.9,2929,21,171,762,1108,867,362802,9780156026987,English,Romance
